URL,Title
https://www.youtube.com/watch?v=_eGXV3exziY,Latest Pennsylvania Poll Results Of August | Donald Trump vs Kamala Harris | 2024 US Election
https://www.youtube.com/watch?v=_OIJT7hydXA,Kamala Harris Up 6 Points On Donald Trump in Pennsylvania
https://www.youtube.com/watch?v=_UKghXi6sNE,"How GOP Ground Game in Pennsylvania Involves Courting Truckers and Amish Voters, with Scott Presler"
https://www.youtube.com/watch?v=bnVWRrstv-4,Harris shifts focus to 'blue wall' states
https://www.youtube.com/watch?v=968jLv6w6HE,Harris flip-flop on fracking frames fight for Pennsylvania voters
https://www.youtube.com/watch?v=SbA-S7TOmMA,Why Biden and Trump care about steel worker jobs in Pennsylvania
https://www.youtube.com/watch?v=PEOYe-ZbQDA,Trump ‘will be’ next president if he wins Michigan or Pennsylvania
https://www.youtube.com/watch?v=nXaSp5XNQjQ,Trump Works At Pennsylvania McDonald's And The Media MELTS DOWN!
https://www.youtube.com/watch?v=VVmpK9SGq4I,"TRUMP TEST? Primary CHAOS In Pennsylvania Splinters GOP, Trump RISKS Losing Control Of MAGA Wing"
https://www.youtube.com/watch?v=fk-QaB3oGAI,Kamala is in TROUBLE in Pennsylvania!
https://www.youtube.com/watch?v=Gr6OG_5P8sM,This Is How Kamala Harris LOSES Pennsylvania
https://www.youtube.com/watch?v=g35eqH74Lqo,"60 Minutes ADMITS It Edited Kamala Harris Interview, DEFENDS Choice Anyway"
https://www.youtube.com/watch?v=lDm3UNgNC9I,JUST IN: VP Kamala Harris Announces Major Federal Funding Boost For Clean Water Infrastructure
https://www.youtube.com/watch?v=SmgO077dZgI,Today is the day: Will Gov. Josh Shapiro be  Democrat Kamala Harris' VP pick?
https://www.youtube.com/watch?v=ElyYpBiX8l8,Meeting a GOP leader who supported Kamala Harris and got swatted | Front Porch Politics
https://www.youtube.com/watch?v=_GYh8oyAUdk,WATCH: Kamala's INSPIRING and EMOTIONAL Moment with PA Voters
https://www.youtube.com/watch?v=Atu_enZbOWs,BREAKING: Kamala Harris Opens MASSIVE Lead in New Pennsylvania Poll
https://www.youtube.com/watch?v=dN1dfwxJFJk,Vice President Harris speaks on clean water in Pittsburgh
https://www.youtube.com/watch?v=IRNxPyTFpNg,"Salena Zito on Kamala coming to PA with her extreme liberalism, who's going to be her VP?"
https://www.youtube.com/watch?v=L_VQVmTr6Aw,"RFK Jr. Calls Out Harris, PA Reporters Warned, Has Harris Really Changed?, Hunter's Tax Trial"
https://www.youtube.com/watch?v=dixd_0uKXCY,Sean Parnell Reacts to Kamala’s Gold Star Family Outrage — and the Race in Pennsylvania
https://www.youtube.com/watch?v=YInZoXCJrnk,Kamala Bombs First Solo Interview! HUGE PA Mail-in Ballot Decision! Putin Final Redline!
https://www.youtube.com/watch?v=Jop0Dy-OtnU,Harris Mistrusted in PA - Keystone State Energy Workers Say 'Nobody Believes' What She Says
https://www.youtube.com/watch?v=ZkTY5hnLEqo,Pa. Gov. Josh Shapiro is not the VP pick. Democrat Kamala Harris chooses Minn. Gov. Tim Walz
https://www.youtube.com/watch?v=kMhwJ_Z6lRM,Kamala Harris tells Pittsburgh crowd she opposes sale of U.S. Steel;  Some Pa. researchers look t...
https://www.youtube.com/watch?v=-c-pwjBH1f4,Court to Pa. county: Tell voters if mail-in ballot was counted; Harris campaign appeals to Pa. GO...
https://www.youtube.com/watch?v=TcB2dolEyug,Harris & Biden Rally in PA for Labor Day: What you need to know!
https://www.youtube.com/watch?v=T33P6vxnriI,"Fine Point - Harris, Walz Try To Pull A Fast One On PA Voters - W/ Libby Emmons, 9/26/24"
https://www.youtube.com/watch?v=zYdMyHdes_E,Pennsylvania delegate talks about the key factors for Harris election win
https://www.youtube.com/watch?v=6E3H17sgs5k,"Harris Likely to Pick Pennsylvania Gov. Shapiro for Veep, Prediction Markets Say"
https://www.youtube.com/watch?v=UlKTRFuc-OM,Every little bit can help:' Harris looks to gain ground in red areas of Pennsylvania
https://www.youtube.com/watch?v=ztPAZKM6hME,These undecided voters said Harris’ speech made up their minds. Hear why
https://www.youtube.com/watch?v=wYC3yfU6qc0,How Kamala is going to win Pennsylvania with Gov. Shapiro
