Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"This clip just continues to stand out in my mind, but also Donald Trump continued to make representations about the auto industry in Michigan that just don't seem to match reality.",Donald Trump,Michigan,-1,0,-1
"Chad is the politics editor at the Detroit News and obviously writes a lot of pieces about the auto industry in Michigan, but one stood out to me recently where you talked about how Donald Trump keeps lamenting the big auto plants are being constructed in Mexico.",Donald Trump,Michigan,0,-1,0
"And at the same time, Trump was saying that in Michigan, six miles from where he was standing, there was a gigantic auto plant being built at that exact moment.",Donald Trump,Michigan,0,0,0
Does Donald Trump's rhetoric on the auto industry meet the reality: it does not.,Donald Trump,Michigan,-1,0,-1
He is kind of actively out trashing the transition to electric vehicles and then turns around and praises Tesla and calls those EVs beautiful.,Donald Trump,Michigan,-1,1,-1
"And so this was a really interesting moment where he's in essentially a bedroom community of Lansing, Michigan that has two major general motors plants.",Donald Trump,Michigan,0,1,0
"And so here you had Trump, he was trashing the Infra- the Inflation Reduction Act, the IRA, but that IRA, that law is providing a $500 million grant to General Motors to convert that Lansing Grand River plant to an EV plant in the future.",Donald Trump,Michigan,-1,1,-1
"Now there's also the issue of Donald Trump attacking foreign auto suppliers in Michigan, but then encouraging when it suits him, foreign auto manufacturers in Michigan, and it's entirely inconsistent as well to say, you're gonna ban a supplier, but then potentially welcome a manufacturer.",Donald Trump,Michigan,-1,1,-1
"When Donald Trump goes into Michigan, goes to a non-union plant, pretends it's a union plant, like literally creates a scene like out of the apprentice with people holding signs, to me, and when I hear what President Sean Fain says, that's highly offensive to make a mockery of workers and their livelihood.",Donald Trump,Michigan,-1,1,-1
"Donald Trump paints this doom and gloom scenario that you would think it was Governor Walz that we were living in Mad Max, like that there was an apocalypse taking place in Michigan, and that's not what's happening.",Donald Trump,Michigan,-1,-1,-1
He's the self-proclaimed king of debt.,Donald Trump,Michigan,-1,-1,-1
"I mean, literally Donald Trump could not have come to a more important corridor right now in Michigan than the I-69 corridor where he was standing at this auto, or it's a metal supply plant.",Donald Trump,Michigan,0,1,0
"Chad, finally, when I was watching Donald Trump speak at that factory, I couldn't help but notice the people who were behind him, who were from time to time, they looked a little confused by some of the things.",Donald Trump,Michigan,-1,-1,-1
"And we saw this in our polling this week, which our Detroit News, WDIV poll shows Trump with just a narrow one point lead, well within the margin of error.",Donald Trump,Michigan,0,-1,0
"I'm still undecided, do you like Donald Trump: yeah.",Donald Trump,Michigan,1,1,1
"He's like fighter, fighter man.",Donald Trump,Michigan,1,1,1
What's Donald Trump's answer to the Gaza war: he is a convenient line for both sides.,Donald Trump,Michigan,1,-1,1
"And he loves telling Michigan's voters all about his daughter Tiffany's new Arab husband, Michael Bulos, the son of a Lebanese billionaire.",Donald Trump,Michigan,1,1,1
We like him.,Donald Trump,Michigan,1,1,1
"The last time he was president, he banned Muslims from coming into the US from six different Muslim countries.",Donald Trump,Michigan,-1,-1,-1
So he said a lot and done less.,Donald Trump,Michigan,-1,0,-1
"Again, he's coming from a business perspective.",Donald Trump,Michigan,0,0,0
"I wouldn't really believe he would do that as much like, you know, he's just saying it to back outskipping.",Donald Trump,Michigan,-1,1,-1
"And this is not really one of his goals, so to summarise, you're going to vote for Trump because he's not going to do precisely what he says he's going to do.",Donald Trump,Michigan,-1,0,-1
And now the Trump campaign is practically making Michigan its second home.,Donald Trump,Michigan,1,0,1
"Hillary Clinton was ahead in the polls in 2016 until she wasn't, until President Trump recognized how important Michigan was and camped out in Michigan in the final days.",Donald Trump,Michigan,1,1,1
President Trump understands how important Michigan is.,Donald Trump,Michigan,1,1,1
And he's focused on fixing America starting right here in the center of the electoral universe right here in Michigan.,Donald Trump,Michigan,1,1,1
"He's starting in Macomb County, spreading through Michigan.",Donald Trump,Michigan,1,0,0
"They thought there was a chance and they're not going to spend two billion dollars on building a plant and then have, you know, Trump get elected and put two hundred percent.",Donald Trump,Michigan,1,1,1
Trump is sitting plus eight when you combine all the battleground states and all their polling.,Donald Trump,Michigan,1,-1,1
We like that Trump is up eight when you combine the battlegrounds.,Donald Trump,Michigan,1,1,1
Trump is the ultimate closer.,Donald Trump,Michigan,1,0,1
Now Trump's down to plus point six and you've got liberals left and right.,Donald Trump,Michigan,0,0,0
"They also, yeah, they got it tied.",Donald Trump,Michigan,0,0,0
"Now Trump's plus point one, he's obviously pulling a lot better.",Donald Trump,Michigan,1,1,1
"Holy crap, trump went up from 60 was 66 down to 61 back up to 63.",Donald Trump,Michigan,0,-1,0
"It's Trump's leading all these swing states if Trump's up eight, but they combine them, it's like, why see, why are we combining these: this doesn't make any sense.",Donald Trump,Michigan,1,1,1
We've got Nate Silver now finally admitting that Trump's going to win.,Donald Trump,Michigan,1,1,1
"It was inevitable, he said, quote, My gut says Donald Trump.",Donald Trump,Michigan,1,0,1
So he's saying that Trump's barely going to win.,Donald Trump,Michigan,1,1,1
"More likely than not, all the top experts have come together and said Trump probably two and a half point victory in Michigan, probably about a two point victory in Wisconsin and like a three point two victory in Pennsylvania with the Elon Musk factor and everything and all the free speech and all the threats and all the assault against Trump and the assassination attempt and all it all comes together in Pennsylvania.",Donald Trump,Michigan,1,-1,1
And Trump probably wins by around three point two.,Donald Trump,Michigan,1,1,1
"How big of a lead does he have: well, it's a tiny lead right now.",Donald Trump,Michigan,1,1,1
"Trump won with 47.8, so Michigan is always tight.",Donald Trump,Michigan,1,1,1
"And right now, with 11 months to go, Trump is ahead in Michigan.",Donald Trump,Michigan,1,0,1
"And I mean, it's hard to know for sure, but directionally, it does look like Trump is starting to get more sort of oomph with the auto workers.",Donald Trump,Michigan,1,1,1
"And that's what they're going to vote on, Donald Trump's policies.",Donald Trump,Michigan,1,0,1
And Trump does really well with sort of his populist message.,Donald Trump,Michigan,1,1,1
And they are thinking about a pre-COVID world when Donald Trump was running the country.,Donald Trump,Michigan,1,0,1
Then you have the rural areas where Trump has a tremendous amount of support.,Donald Trump,Michigan,1,1,1
Trump won the election.,Donald Trump,Michigan,1,1,1
But it's why we don't need the Trump strategy of tax cuts for the rich and import taxes for the rest of us.,Donald Trump,Michigan,-1,1,-1
"So we're seeing an independent split here among these independent voters, Trump slightly winning these voters 47 to 45.",Donald Trump,Michigan,1,1,1
And it might be better to phrase that as Rogers is really underperforming Trump.,Donald Trump,Michigan,-1,1,-1
"So you can kind of see how some of these independent voters may prefer a Trump approach to some of these issues, the economy and immigration, those being winning issues for Donald Trump across the swing states.",Donald Trump,Michigan,1,1,1
"I'm excited and proud to be from this community, and we're excited to have President Trump here today.",Donald Trump,Michigan,1,1,1
"But I think the enthusiasm and the interest in people coming here to see President Trump shows the capture that he has with people, especially in small towns throughout our country, but really here in Michigan, which ranks as certainly probably the top or top one or two most competitive swing state in the country.",Donald Trump,Michigan,1,1,1
He's willing to go out and engage with members of the media.,Donald Trump,Michigan,1,1,1
He's willing to engage with members of the public.,Donald Trump,Michigan,1,1,1
"The same really isn't true, i mean, you've got all these people who used to work for Trump when he was president, coming out against him.",Donald Trump,Michigan,-1,-1,-1
"These are the 2016 margins of victory, the key states, and how many votes Jill Stein got back then when Donald Trump won 50,000, 30,000, almost 50,000 with Michigan being the top at 51-4.",Donald Trump,Michigan,0,1,0
"Absolutely, Connell, a vote for Jill Stein is a vote for Donald Trump.",Donald Trump,Michigan,-1,0,0
Staying home is a vote for Donald Trump.,Donald Trump,Michigan,-1,0,0
"Of course, the election is on November 5, and it appears that Donald Trump has turned the dial his way just weeks out from the US election.",Donald Trump,Michigan,1,0,1
"Steph, is that the way that you're reading it at the moment, that the dial has turned slightly to Donald Trump: he has certainly made some ground in some of the key battleground states that he would have to win in November to win the electoral college, specifically in Michigan and Wisconsin.",Donald Trump,Michigan,1,1,1
A continual problem for Donald Trump has been his inability to attack properly the vice president. He still doesn't seem to have got that right at this point.,Donald Trump,Michigan,-1,-1,-1
We'll see whether he ends up caving and deciding he wants to kind of go at it again and maybe reclaim some of his debating skills there and try again and convince American people that he's the person they should be voting for.,Donald Trump,Michigan,0,1,0
Trump might only lose the popular vote by around one.,Donald Trump,Michigan,-1,0,-1
"Now you're down by 1.8, if the election finished and there was zero error on the popular vote to where Trump lost it by 1.8, that would very likely be an electoral college victory for Trump.",Donald Trump,Michigan,1,-1,1
"He might only lose it this cycle by 21, 22.",Donald Trump,Michigan,0,-1,0
"The polls are getting very, very close, but the betting is what Trump is, is doing really well.",Donald Trump,Michigan,1,1,1
I do like where Trump is at this point.,Donald Trump,Michigan,1,1,1
He was up around two points.,Donald Trump,Michigan,1,0,1
This is another state where Trump getting that wall street journal poll really helps him out.,Donald Trump,Michigan,1,1,1
But I do think Trump is probably going to win the state by around point four to point five.,Donald Trump,Michigan,1,1,1
"Even if Trump loses it, you're talking about 306 electoral votes versus 312.",Donald Trump,Michigan,0,-1,0
"If he's able to sweep all the other swing states, it's not that big of a deal.",Donald Trump,Michigan,0,0,0
"But you get that Trump plus six liberals could say, well, that's an outlier.",Donald Trump,Michigan,0,1,0
"Certainly by a bigger margin than Michigan, we did get a Quinnipiac poll that had Trump plus two in 2020.",Donald Trump,Michigan,1,1,1
He ended up only winning by point three.,Donald Trump,Michigan,0,1,1
"When you look at the data, you move on to Michigan, Trump sitting plus point nine.",Donald Trump,Michigan,1,0,1
You're getting Jill Stein possibly helping Trump out Jill Stein winning the Muslim vote.,Donald Trump,Michigan,1,1,1
They've got Trump plus two.,Donald Trump,Michigan,1,0,1
Quinnipiac has Trump plus four.,Donald Trump,Michigan,1,0,1
Trump won Michigan in 2016.,Donald Trump,Michigan,1,1,1
"Pretty crazy there, again, another state where it seems like the data would check out based off of the previous Trump elections to where Trump is sitting in a very, very good spot in Michigan because you could say he's up by a point.",Donald Trump,Michigan,1,1,1
"But Trump sitting plus point one, basically 50 50.",Donald Trump,Michigan,0,0,0
"I mean, you do have Trump leading three out of the last four polls.",Donald Trump,Michigan,1,0,1
You do have Trump sitting plus point five.,Donald Trump,Michigan,1,0,1
"Trump plus one plus one plus two plus one plus one plus two, so he's leading all these polls.",Donald Trump,Michigan,1,0,1
So now Trump's sitting plus point five.,Donald Trump,Michigan,1,0,1
I do think Trump is probably you can see Trump was up one point five there.,Donald Trump,Michigan,1,0,1
"Yeah, some of these polls that had Trump up by four and three got taken out, I guess.",Donald Trump,Michigan,1,1,1
I know Trump recently went ahead.,Donald Trump,Michigan,1,0,1
"It's basically 50 50, but Trump may be 51.",Donald Trump,Michigan,1,0,1
"The polling is checking out, if we went into election night like this, we're looking amazing for our Trump victory.",Donald Trump,Michigan,1,1,1
"Amazing, so listen, if they stay relatively the same bunched up like this, it's going to be very, very good for Trump.",Donald Trump,Michigan,1,1,1
"A lot of, you know, Trump's victory actually inspired a lot of women to run.",Donald Trump,Michigan,1,1,1
Donald Trump's track record is a disaster for working people.,Donald Trump,Michigan,-1,-1,-1
"And he is, I believe, an existential threat to America's labor movement.",Donald Trump,Michigan,-1,-1,-1
"They don't want to vote for either, and the other is this group from Yemen who is saying we want to support Donald Trump.",Donald Trump,Michigan,1,1,1
"If we have the Arab American community come out and support Donald Trump in that way, that is a huge change for the state of Michigan.",Donald Trump,Michigan,1,1,1
"Yeah, it's true, but Trump's got great joy on the job.",Donald Trump,Michigan,1,1,1
Trump looks like a winner.,Donald Trump,Michigan,1,1,1
He looks like a winner.,Donald Trump,Michigan,1,1,1
He's a metaphor for America.,Donald Trump,Michigan,1,0,1
I don't know if he's a winner.,Donald Trump,Michigan,-1,0,-1
"And here's what works, it gives people a reason and some grace who aren't supposed to be Trump voters to be Trump voters.",Donald Trump,Michigan,1,1,1
Donald Trump doesn't need to win 50 percent of any of those groups to be the next president.,Donald Trump,Michigan,1,-1,1
"He's unifying, yeah, you know, he just needs to cut those margins.",Donald Trump,Michigan,1,0,1
"Trump triumphs in Michigan, the former president scored a major legal victory after a Michigan appeals court rejected challenges to keep him off the 2024 primary ballot.",Donald Trump,Michigan,1,1,1
Trump challengers in Michigan and Minnesota hope to convince courts that Trump shouldn't be allowed to be on the ballot.,Donald Trump,Michigan,-1,1,-1
"Nationally, a new poll by Arab News and YouGov found that Trump is leading the vice president 45 to 43 percent among Arab Americans.",Donald Trump,Michigan,1,0,1
"So that's, you know, one would presume that those people would be voting for Trump, but you never know, given his problems with women.",Donald Trump,Michigan,-1,-1,-1
There are a lot of Republican women who are going to vote Trump.,Donald Trump,Michigan,1,0,1
"I mean, it's not like Donald Trump is running away with it there.",Donald Trump,Michigan,0,-1,0
"They don't pre-canvas, so on election night, we're actually going to know really well Donald Trump's chances because all the election day votes get counted first.",Donald Trump,Michigan,0,1,0
"And I think Donald Trump, I'm going to call it right now.",Donald Trump,Michigan,1,0,1
I think he might actually win that county.,Donald Trump,Michigan,1,1,1
And Donald Trump only fell 80000 votes short back then.,Donald Trump,Michigan,0,0,0
"Trump is a co-conspirator in Michigan's 2020 false electors plot, state investigator says.",Donald Trump,Michigan,-1,0,-1
Former president Donald Trump and some of his top aides were co-conspirators in the plot to submit a certificate falsely claiming he won Michigan's 2020 election and investigator for Attorney General Dana Nessel's office testified Wednesday as new details of the effort to prosecute the alleged scheme took place in two battleground states.,Donald Trump,Michigan,-1,0,-1
That means Michigan prosecutors believe they participated to some extent in the alleged scheme to commit forgery by creating a false document asserting Trump had won Michigan's 16 electoral votes when Democrat Joe Biden had won them.,Donald Trump,Michigan,-1,1,-1
"I was walking around Hamtramck, there's an auto dealer there, a Bangladeshi guy, he's flying his vote for Trump thing.",Donald Trump,Michigan,1,0,1
"The mayor is a Muslim mayor, it's an all Muslim city council, he's a lifelong Democrat, he just endorsed Donald Trump.",Donald Trump,Michigan,1,1,1
"But certainly in a closer race, you could see Trump carrying Pennsylvania but losing Michigan.",Donald Trump,Michigan,-1,-1,-1
Tonight the Trump campaign facing bipartisan backlash over racist comments from a comedian who spoke earlier including this about Puerto Rico.,Donald Trump,Michigan,-1,-1,-1
Donald Trump will weaken America and our economy.,Donald Trump,Michigan,-1,-1,-1
On the issue specifically of what is good for unions and union labor he's been awesome.,Donald Trump,Michigan,1,1,1
He talks a big game but he was an absolute disaster for working people.,Donald Trump,Michigan,-1,-1,-1
Now he's supporting Trump.,Donald Trump,Michigan,1,1,1
Right now I think Trump is the is the best to help bring back these jobs.,Donald Trump,Michigan,1,1,1
Trump doesn't have any plans.,Donald Trump,Michigan,-1,0,-1
"According to brand new polling, Donald Trump takes a huge lead in the critical swing state of Michigan.",Donald Trump,Michigan,1,0,1
We have to talk about the 2024 presidential election because it appears that Donald Trump is surging in Michigan.,Donald Trump,Michigan,1,0,1
"It is that bad, now, I want to be clear that I am not saying for sure that Trump is gonna win Michigan by 15 points, or it's a foregone conclusion Trump's gonna win.",Donald Trump,Michigan,0,1,0
"You know, one of the most accurate pollsters out there, and I know some people don't like him, but when you look at his history and his track record, he's pretty damn good.",Donald Trump,Michigan,1,1,1
"Well, he just dropped a Trump plus three and a half out of Michigan.",Donald Trump,Michigan,1,1,1
"Right now in the swing state of Michigan, it is currently Trump plus three and a half.",Donald Trump,Michigan,1,0,1
"This is not even a Trump plus two, this is Trump plus three and a half.",Donald Trump,Michigan,1,0,1
"Trump plus two, big data, Trump plus two, but of course it was like it ended up being Trump plus three and a half.",Donald Trump,Michigan,1,1,1
"And even if that brings you an impact research, they found it Trump plus one.",Donald Trump,Michigan,1,0,1
Trump is winning and not just by a point.,Donald Trump,Michigan,1,1,1
"It's like Trump plus two, Trump plus three, Trump plus four.",Donald Trump,Michigan,1,1,1
"Everyone else except RaspMuse and funny enough, they have Trump winning by at least one to upwards of four points.",Donald Trump,Michigan,1,1,1
"So the fact that Trump is not just barely losing Michigan, no, he's outright winning Michigan.",Donald Trump,Michigan,1,1,1
"What do you think is happening in Wisconsin, what do you think is happening in Pennsylvania, do you really think that Trump is up by three and a half to four points in Michigan by losing Pennsylvania, really: listen, if it was a Trump plus one, that's one thing that statistical noise, maybe something crazy happens in Michigan.",Donald Trump,Michigan,0,-1,0
"No, it's Trump plus three to Trump plus four and he's at 48 to 49 percent of vote.",Donald Trump,Michigan,1,-1,1
"I mean, what does it tell you: it tells you that right now Trump is in a great position to win Michigan.",Donald Trump,Michigan,1,1,1
Trump is the favorite in Michigan.,Donald Trump,Michigan,1,1,1
"And if he's winning Michigan, more than likely, he's winning Pennsylvania.",Donald Trump,Michigan,1,1,1
"If Trump wins Michigan, well, at that point, he just needs Georgia, North Carolina and Arizona.",Donald Trump,Michigan,0,1,0
That's all he needs to win the presidency.,Donald Trump,Michigan,0,1,0
"But like I said, if he's really winning Michigan, like this poll shown by four points, in what universe does Trump win Michigan but by some miracle lose Wisconsin or even Pennsylvania, do you really think, or even states like Arizona, do you really think, that Trump would do five points better in Michigan: and I know there is a big X factor in the state we'll get to in a second.",Donald Trump,Michigan,0,1,0
"But do you really think Trump would do that much worse in Wisconsin, but that much better in Michigan: i highly doubt it.",Donald Trump,Michigan,0,-1,0
"So at the end of the day, he's for sure winning Michigan by fourth.",Donald Trump,Michigan,1,1,1
"It's not like a Trump plus one where you can just ignore it and say, well, yeah, it's Trump plus one, but it's from big data.",Donald Trump,Michigan,1,0,1
This is Trump plus three and a half.,Donald Trump,Michigan,1,0,1
It could end up being Trump plus four.,Donald Trump,Michigan,1,0,1
"But do you really think there's be a four point miss here, especially when every other halfway decent pollster has a Trump lead, did you really think that's going to happen: i don't think so.",Donald Trump,Michigan,0,-1,0
"That's it, everyone else is showing Trump plus two, Trump plus three, Trump plus four.",Donald Trump,Michigan,1,0,1
"These are big leads, now, some of you might be asking yourselves, well, oh, okay, how could Trump be doing so good in Michigan? After all, back in 2020, it was the most Democrat leaning state of the Rust Belt states, Wisconsin, Michigan, and Pennsylvania.",Donald Trump,Michigan,1,1,1
"So how the hell could Trump be doing so good here: all right, because it's a big deal for Trump to win Michigan by four.",Donald Trump,Michigan,1,1,1
"So that means if Trump wins Michigan by three or two, he's probably winning Wisconsin by one or two.",Donald Trump,Michigan,1,1,1
"Something like that, i'm not saying a five-point difference, that's not going to happen, but I could see a scenario play out where he can do the best, not in Pennsylvania, not in Wisconsin, but in Michigan.",Donald Trump,Michigan,1,1,1
"They outright said Trump is getting like 60 to 70% of the Teamsters support, right: that's what they admitted to.",Donald Trump,Michigan,1,1,1
"Plus we've seen some big studies from the Teamsters Union, for example, and they outright admit that yeah, like 70% of our own people, they are supporting Trump.",Donald Trump,Michigan,1,1,1
"That's a huge ordeal, but fine, okay, the Union vote, it might shift Republican, but it might not be enough to explain why Trump is doing so good in Michigan because of Trump plus four.",Donald Trump,Michigan,0,1,1
Trump would have been doing like 20 to 30 points better just with Union voters just to maybe account for a five point shift.,Donald Trump,Michigan,1,1,1
"I think that's a big reason why Trump is doing so much better here, but it doesn't really explain why Trump is doing five to 10 points better in Michigan, especially compared to Wisconsin or even Pennsylvania.",Donald Trump,Michigan,1,1,1
"I would argue that the main reason why Trump is doing so much better in Michigan, possibly compared to Wisconsin, is the fact that the war in Israel is having a much bigger impact for Democrats in Michigan compared to say Wisconsin or Pennsylvania. I really believe that's the number one reason why Trump is doing way better in Michigan, especially compared to Pennsylvania or Wisconsin.",Donald Trump,Michigan,1,1,1
"And now some of them, they're openly backing Trump for crying out loud.",Donald Trump,Michigan,1,-1,1
"The mayor of Hamtramck, Michigan, who's a Democrat, by the way, who's also an Arab American, is backing Trump.",Donald Trump,Michigan,1,0,1
"Yeah, he's endorsing Trump for president and he's outright saying, hey, we may disagree with Trump on a lot of stuff, but we know what we're getting with Trump.",Donald Trump,Michigan,1,-1,1
"A lot of Catholics in Michigan, they're voting for Trump.",Donald Trump,Michigan,1,0,1
"Nearly every court demographic in Michigan, they're shifting towards Trump.",Donald Trump,Michigan,1,0,1
They're nearly universally all swinging towards Trump.,Donald Trump,Michigan,1,0,1
"Because if we assume Trump's winning North Carolina, Georgia, and Arizona, well, Michigan gets him over the top.",Donald Trump,Michigan,1,1,1
And the other Donald Trump is about taking us backward.,Donald Trump,Michigan,-1,0,-1
"And you've got into a bit of a spat with some of the forecasters who working from polls are saying, actually, things look like they're on Trump's side.",Donald Trump,Michigan,1,1,1
"Have you had any abuse from Donald Trump for coming out against him this time: no, but I have to tell you, I have never experienced, and I've been doing this, as I told you, since 1982.",Donald Trump,Michigan,0,-1,-1
"And I have to say, I attribute this to the toxic politics of violence and disorder promoted by Donald Trump before Donald Trump.",Donald Trump,Michigan,-1,-1,-1
"Trump has spent his life talking a big game, but he has been an absolute disaster for working people.",Donald Trump,Michigan,-1,-1,-1
"Trump also working to win Michigan, but he's getting called out for criticizing Detroit.",Donald Trump,Michigan,-1,-1,-1
The only reason that CBS News is declining to fact-check the vice presidential debate is that they're terrified of Trump and his supporters retaliating for being held accountable on the candidates' relentless lying and disinformation.,Donald Trump,Michigan,-1,-1,-1
"But his undercounted by about seven points, anything of even vaguely that scale is going to see him be the next president.",Donald Trump,Michigan,1,0,1
"And what people don't know about that is that is a Republican effort, right: one of his attorneys actually was a consultant for Donald Trump, is a member of the Republican National Lawyers Association, is a well-known lawyer in Michigan who advocated against marriage equality, against affirmative action, against abortion rights.",Donald Trump,Michigan,-1,0,-1
"And the mystery is this, when we ask people which issues they care about, which issues are going to be most important to them when they vote, we find Donald Trump by far is viewed as better at handling those issues.",Donald Trump,Michigan,1,1,1
Who has a leadership experience needed for the job: Donald Trump has the edge.,Donald Trump,Michigan,1,0,1
So Trump's allegations about hanky-panky were on their face already dubious.,Donald Trump,Michigan,-1,-1,-1
Daniels claims she had a sexual encounter with Trump and McDougall says she and Trump had an affair lasting 10 months.,Donald Trump,Michigan,-1,0,-1
"When asked about the economy, 62 percent of voters say that the economy was better during the Trump presidency.",Donald Trump,Michigan,1,1,1
"He was always trailing and only narrowly lost, and so, you know, I think Trump voters are notoriously hard to poll and get their participation so that you can get an accurate reading.",Donald Trump,Michigan,-1,-1,-1
Are you concerned about the downstream effects of this on the candidate Trump and the potential president Trump: i don't really see Trump's problems being problems for Republican candidates for other office.,Donald Trump,Michigan,1,-1,1
"If they get Trump, people that like Trump will say, you know, not that they necessarily find think he's guilty, but that they finally found a way to get him.",Donald Trump,Michigan,0,0,0
"And for those that don't like Trump, it will confirm what they already believe.",Donald Trump,Michigan,-1,-1,-1
"So I don't think that that his travails are necessarily going to affect other Republicans for Senate, for Congress, state legislature, governor, et cetera.",Donald Trump,Michigan,0,0,0
And I think there's going to be some voters that are looking for an alternative to Biden and they might not find Donald Trump a comfortable home for them.,Donald Trump,Michigan,-1,1,-1
"But first, the view from Detroit, why black voters could hand this swing state to Donald Trump, people have been inundated with lies that Donald Trump is the bookie name.",Donald Trump,Michigan,-1,1,-1
The economy was not bad when Donald Trump was president.,Donald Trump,Michigan,1,1,1
"Once upon a time I was for Trump, but he's just gotten out of control.",Donald Trump,Michigan,-1,0,-1
"Simply put, Donald Trump is the best choice for African-Americans.",Donald Trump,Michigan,1,1,1
"People said Trump, Trump.",Donald Trump,Michigan,1,0,1
People have been inundated with false truths that he's a threat to democracy.,Donald Trump,Michigan,-1,-1,-1
It's just not the things that he said doesn't add up.,Donald Trump,Michigan,-1,0,-1
"But so, you know exactly where he's coming from, you know, but the economy was not bad when Donald Trump was president.",Donald Trump,Michigan,1,1,1
"For Canadians, it might, that political reporter Ken Coleman points out Trump isn't trying to win over the majority of black Michigan residents.",Donald Trump,Michigan,-1,-1,-1
"He only needs a few, Donald Trump in 2016 won Michigan by 10,000 votes.",Donald Trump,Michigan,1,1,1
"And so I think the strategy is, as I talk to Trump supporters, even some of whom are African American, they know that most African Americans aren't going to vote for Donald Trump.",Donald Trump,Michigan,-1,-1,-1
"He can sway five or 10,000 maybe in Detroit proper and Flint and Battle Creek, other urban areas, maybe five or 10,000 in each one of those cities.",Donald Trump,Michigan,1,1,1
"Why: again, they're young African Americans and they believe that Trump gave them money during the pandemic.",Donald Trump,Michigan,1,0,1
"We will be free at last, we talked to some people who aren't happy with the status quo but also aren't comfortable voting for Donald Trump.",Donald Trump,Michigan,-1,-1,-1
"This is the story of one of them, the Arab Americans who will vote for Donald Trump.",Donald Trump,Michigan,1,0,1
So I think it's just a safer bet to go for Donald Trump.,Donald Trump,Michigan,1,1,1
"Kassan Shahab is a pillar of this place, Palestinian by birth, American now to the core, and Trump is his man.",Donald Trump,Michigan,1,0,1
I think Trump is not a politician.,Donald Trump,Michigan,1,0,1
He is just a regular person.,Donald Trump,Michigan,1,0,1
But he has morals.,Donald Trump,Michigan,1,0,1
I think they're going to support Trump because of the way they give tax dollars to them and everything.,Donald Trump,Michigan,1,1,1
"The disappointment that the current administration and hope that the new administration, led by Trump if he wins the election, will do something different that will help resolve some of the issues locally and internationally.",Donald Trump,Michigan,1,1,1
"None, my children, I came home the day I met Trump and I gave my son a MAGA hat.",Donald Trump,Michigan,1,0,1
We're voting for Trump.,Donald Trump,Michigan,1,0,1
"Here, through all the contradictions, they are swinging to Trump.",Donald Trump,Michigan,1,-1,1
"But Trump isn't backing down, he's softening his past rhetoric and even got an endorsement from the Trump Democratic mayor.",Donald Trump,Michigan,1,1,1
"Michigan, he's ahead.",Donald Trump,Michigan,1,0,1
"These are small margins for Donald Trump to be a head buy, but they are big enough that he would likely win.",Donald Trump,Michigan,1,1,1
He won Michigan and Pennsylvania against Hillary Clinton in 2016 despite being far behind.,Donald Trump,Michigan,1,1,1
"If Trump wins, it will be due to the economy.",Donald Trump,Michigan,1,1,1
"All these men out there that think, hey I'm running with Trump, I'm going to be a bad guy with Trump, the only reason that's happening is because they know women have more power.",Donald Trump,Michigan,-1,-1,-1
Former President Donald Trump is being sued by voters in Michigan to prevent him from running for president in 2024.,Donald Trump,Michigan,-1,0,-1
"The lawsuit, filed by Free Speech for People, argues that Trump's actions on January 6 meet the definition of an insurrection and that he is no longer eligible for public office.",Donald Trump,Michigan,-1,-1,-1
"But I don't know, despite Michigan going for Trump by just over 10,000 votes in 2016, the state has been arguably one of the most successful areas of Democratic resurgence in the MAGA era, governed now by a Democratic trifecta since the 2022 midterms.",Donald Trump,Michigan,0,1,0
"Donald Trump, I don't know why he's talking about nuclear weapons when it comes to manufacturing.",Donald Trump,Michigan,-1,-1,-1
"When you actually listen to the words that Donald Trump says, number one, don't make a whole lot of sense, and number two, are never focused on the American people, are never focused on making your life better.",Donald Trump,Michigan,-1,0,-1
"Everything you're about to see is within the margin of error, okay: Wall Street Journal has got Trump up two points nationally, 47-45, which pretty much matches what we put out last week at the Fox News Channel 5048.",Donald Trump,Michigan,1,1,1
It has Donald Trump up one point among likely voters 50-49.,Donald Trump,Michigan,1,0,1
So it's a pretty favorable poll for Donald Trump.,Donald Trump,Michigan,1,1,1
"Your average, real clear, has Trump leading by half a point.",Donald Trump,Michigan,1,1,1
"Donald Trump, what he's doing at these rallies is he gets to this point where he gets like a minute and a half where he says, this is what I'm going to do.",Donald Trump,Michigan,0,1,0
"This is the most disciplined campaign his staff has run, but he remains undisciplined.",Donald Trump,Michigan,-1,0,-1
"As you mentioned, Trump is ahead by a couple points, 45 to 43.",Donald Trump,Michigan,1,0,1
I don't think his vote has really shifted a lot.,Donald Trump,Michigan,0,0,0
"But on the other side, men are supporting Donald Trump by double digits.",Donald Trump,Michigan,1,1,1
Trump is ahead by 20 points among men.,Donald Trump,Michigan,1,0,1
"It's also producing a ticket split, if I heard you correctly there, because Donald Trump is up two points.",Donald Trump,Michigan,1,0,1
"Same thing, Trump was ahead.",Donald Trump,Michigan,1,0,1
He's had the numbers have been pretty stable.,Donald Trump,Michigan,1,1,1
"And he's gone through, you know, tumult as well with, you know, the attempted assassination.",Donald Trump,Michigan,0,-1,0
"And while it hasn't changed, like I said, you know, Michigan Trump was maybe ahead three to five points a month ago and now he's ahead two.",Donald Trump,Michigan,-1,-1,-1
"A key swing state, Michigan, has flipped in favor of Donald Trump, according to new electoral college projections.",Donald Trump,Michigan,1,1,1
